아키타입ID,아키타입명(대표카드 top5),カード名,枚数,価値,採用デッキ%
3,灼熱の嵐 / ブレイジングブレス / ドラゴニュートの威圧 / 竜の託宣 / 迸る光明・アポロン,BP01-089,3.00,1.0,100.00%
3,灼熱の嵐 / ブレイジングブレス / ドラゴニュートの威圧 / 竜の託宣 / 迸る光明・アポロン,BP01-098,3.00,1.0,100.00%
3,灼熱の嵐 / ブレイジングブレス / ドラゴニュートの威圧 / 竜の託宣 / 迸る光明・アポロン,BP09-058,3.00,1.0,100.00%
3,灼熱の嵐 / ブレイジングブレス / ドラゴニュートの威圧 / 竜の託宣 / 迸る光明・アポロン,SD04-002,3.00,1.0,100.00%
3,灼熱の嵐 / ブレイジングブレス / ドラゴニュートの威圧 / 竜の託宣 / 迸る光明・アポロン,BP16-118,2.50,0.833333,100.00%
3,灼熱の嵐 / ブレイジングブレス / ドラゴニュートの威圧 / 竜の託宣 / 迸る光明・アポロン,CP03-075,2.50,0.833333,100.00%
3,灼熱の嵐 / ブレイジングブレス / ドラゴニュートの威圧 / 竜の託宣 / 迸る光明・アポロン,BP01-099,1.50,0.5,50.00%
3,灼熱の嵐 / ブレイジングブレス / ドラゴニュートの威圧 / 竜の託宣 / 迸る光明・アポロン,BP04-064,1.50,0.5,50.00%
3,灼熱の嵐 / ブレイジングブレス / ドラゴニュートの威圧 / 竜の託宣 / 迸る光明・アポロン,BP08-053,1.50,0.5,50.00%
3,灼熱の嵐 / ブレイジングブレス / ドラゴニュートの威圧 / 竜の託宣 / 迸る光明・アポロン,BP08-105,1.50,0.5,50.00%
3,灼熱の嵐 / ブレイジングブレス / ドラゴニュートの威圧 / 竜の託宣 / 迸る光明・アポロン,BP09-055,1.50,0.5,50.00%
3,灼熱の嵐 / ブレイジングブレス / ドラゴニュートの威圧 / 竜の託宣 / 迸る光明・アポロン,BP12-062,1.50,0.5,50.00%
3,灼熱の嵐 / ブレイジングブレス / ドラゴニュートの威圧 / 竜の託宣 / 迸る光明・アポロン,BP15-113,1.50,0.5,50.00%
3,灼熱の嵐 / ブレイジングブレス / ドラゴニュートの威圧 / 竜の託宣 / 迸る光明・アポロン,BP17-116,1.50,0.5,50.00%
3,灼熱の嵐 / ブレイジングブレス / ドラゴニュートの威圧 / 竜の託宣 / 迸る光明・アポロン,BP18-068,1.50,0.5,50.00%
3,灼熱の嵐 / ブレイジングブレス / ドラゴニュートの威圧 / 竜の託宣 / 迸る光明・アポロン,CP04-062,1.50,0.5,50.00%
3,灼熱の嵐 / ブレイジングブレス / ドラゴニュートの威圧 / 竜の託宣 / 迸る光明・アポロン,BP01-090,1.00,0.333333,50.00%
3,灼熱の嵐 / ブレイジングブレス / ドラゴニュートの威圧 / 竜の託宣 / 迸る光明・アポロン,BP10-109,1.00,0.333333,50.00%
3,灼熱の嵐 / ブレイジングブレス / ドラゴニュートの威圧 / 竜の託宣 / 迸る光明・アポロン,BP13-110,1.00,0.333333,50.00%
3,灼熱の嵐 / ブレイジングブレス / ドラゴニュートの威圧 / 竜の託宣 / 迸る光明・アポロン,BP14-110,1.00,0.333333,50.00%
3,灼熱の嵐 / ブレイジングブレス / ドラゴニュートの威圧 / 竜の託宣 / 迸る光明・アポロン,BP16-074,1.00,0.333333,50.00%
3,灼熱の嵐 / ブレイジングブレス / ドラゴニュートの威圧 / 竜の託宣 / 迸る光明・アポロン,BP18-061,1.00,0.333333,50.00%
3,灼熱の嵐 / ブレイジングブレス / ドラゴニュートの威圧 / 竜の託宣 / 迸る光明・アポロン,ECP01-034,1.00,0.333333,50.00%
3,灼熱の嵐 / ブレイジングブレス / ドラゴニュートの威圧 / 竜の託宣 / 迸る光明・アポロン,BP09-068,0.50,0.166667,50.00%
3,灼熱の嵐 / ブレイジングブレス / ドラゴニュートの威圧 / 竜の託宣 / 迸る光明・アポロン,CP01-044,0.50,0.166667,50.00%
