아키타입ID,아키타입명(대표카드 top5),カード名,枚数,価値,採用デッキ%
2,竜喰らう禁忌 / 蒼炎のドラゴニュート / オーブキャンサー / 灼熱のアナテマ・バーンドナイト / 荒波のドラグーン・ザハール,BP11-058,3.00,1.0,100.00%
2,竜喰らう禁忌 / 蒼炎のドラゴニュート / オーブキャンサー / 灼熱のアナテマ・バーンドナイト / 荒波のドラグーン・ザハール,BP11-059,3.00,1.0,100.00%
2,竜喰らう禁忌 / 蒼炎のドラゴニュート / オーブキャンサー / 灼熱のアナテマ・バーンドナイト / 荒波のドラグーン・ザハール,BP15-074,3.00,1.0,100.00%
2,竜喰らう禁忌 / 蒼炎のドラゴニュート / オーブキャンサー / 灼熱のアナテマ・バーンドナイト / 荒波のドラグーン・ザハール,BP16-057,3.00,1.0,100.00%
2,竜喰らう禁忌 / 蒼炎のドラゴニュート / オーブキャンサー / 灼熱のアナテマ・バーンドナイト / 荒波のドラグーン・ザハール,SD08-011,3.00,1.0,100.00%
2,竜喰らう禁忌 / 蒼炎のドラゴニュート / オーブキャンサー / 灼熱のアナテマ・バーンドナイト / 荒波のドラグーン・ザハール,BP11-066,2.83,0.944444,94.44%
2,竜喰らう禁忌 / 蒼炎のドラゴニュート / オーブキャンサー / 灼熱のアナテマ・バーンドナイト / 荒波のドラグーン・ザハール,BP07-055,2.78,0.925926,94.44%
2,竜喰らう禁忌 / 蒼炎のドラゴニュート / オーブキャンサー / 灼熱のアナテマ・バーンドナイト / 荒波のドラグーン・ザハール,BP15-060,2.67,0.888889,88.89%
2,竜喰らう禁忌 / 蒼炎のドラゴニュート / オーブキャンサー / 灼熱のアナテマ・バーンドナイト / 荒波のドラグーン・ザハール,BP16-067,2.61,0.87037,88.89%
2,竜喰らう禁忌 / 蒼炎のドラゴニュート / オーブキャンサー / 灼熱のアナテマ・バーンドナイト / 荒波のドラグーン・ザハール,BP11-062,2.33,0.777778,88.89%
2,竜喰らう禁忌 / 蒼炎のドラゴニュート / オーブキャンサー / 灼熱のアナテマ・バーンドナイト / 荒波のドラグーン・ザハール,BP18-061,2.11,0.703704,100.00%
2,竜喰らう禁忌 / 蒼炎のドラゴニュート / オーブキャンサー / 灼熱のアナテマ・バーンドナイト / 荒波のドラグーン・ザハール,BP10-054,1.94,0.648148,100.00%
2,竜喰らう禁忌 / 蒼炎のドラゴニュート / オーブキャンサー / 灼熱のアナテマ・バーンドナイト / 荒波のドラグーン・ザハール,BP15-113,1.50,0.5,61.11%
2,竜喰らう禁忌 / 蒼炎のドラゴニュート / オーブキャンサー / 灼熱のアナテマ・バーンドナイト / 荒波のドラグーン・ザハール,BP16-118,1.22,0.407407,50.00%
2,竜喰らう禁忌 / 蒼炎のドラゴニュート / オーブキャンサー / 灼熱のアナテマ・バーンドナイト / 荒波のドラグーン・ザハール,BP16-072,0.94,0.314815,50.00%
2,竜喰らう禁忌 / 蒼炎のドラゴニュート / オーブキャンサー / 灼熱のアナテマ・バーンドナイト / 荒波のドラグーン・ザハール,BP02-062,0.89,0.296296,88.89%
2,竜喰らう禁忌 / 蒼炎のドラゴニュート / オーブキャンサー / 灼熱のアナテマ・バーンドナイト / 荒波のドラグーン・ザハール,SD04-002,0.61,0.203704,22.22%
2,竜喰らう禁忌 / 蒼炎のドラゴニュート / オーブキャンサー / 灼熱のアナテマ・バーンドナイト / 荒波のドラグーン・ザハール,BP17-066,0.44,0.148148,16.67%
2,竜喰らう禁忌 / 蒼炎のドラゴニュート / オーブキャンサー / 灼熱のアナテマ・バーンドナイト / 荒波のドラグーン・ザハール,SP01-026,0.33,0.111111,22.22%
2,竜喰らう禁忌 / 蒼炎のドラゴニュート / オーブキャンサー / 灼熱のアナテマ・バーンドナイト / 荒波のドラグーン・ザハール,BP11-054,0.33,0.111111,11.11%
2,竜喰らう禁忌 / 蒼炎のドラゴニュート / オーブキャンサー / 灼熱のアナテマ・バーンドナイト / 荒波のドラグーン・ザハール,CP04-062,0.33,0.111111,11.11%
2,竜喰らう禁忌 / 蒼炎のドラゴニュート / オーブキャンサー / 灼熱のアナテマ・バーンドナイト / 荒波のドラグーン・ザハール,BP13-056,0.28,0.092593,11.11%
2,竜喰らう禁忌 / 蒼炎のドラゴニュート / オーブキャンサー / 灼熱のアナテマ・バーンドナイト / 荒波のドラグーン・ザハール,BP01-098,0.17,0.055556,5.56%
2,竜喰らう禁忌 / 蒼炎のドラゴニュート / オーブキャンサー / 灼熱のアナテマ・バーンドナイト / 荒波のドラグーン・ザハール,BP15-058,0.17,0.055556,5.56%
2,竜喰らう禁忌 / 蒼炎のドラゴニュート / オーブキャンサー / 灼熱のアナテマ・バーンドナイト / 荒波のドラグーン・ザハール,SD08-018,0.17,0.055556,5.56%
2,竜喰らう禁忌 / 蒼炎のドラゴニュート / オーブキャンサー / 灼熱のアナテマ・バーンドナイト / 荒波のドラグーン・ザハール,BP03-055,0.11,0.037037,5.56%
2,竜喰らう禁忌 / 蒼炎のドラゴニュート / オーブキャンサー / 灼熱のアナテマ・バーンドナイト / 荒波のドラグーン・ザハール,BP14-053,0.11,0.037037,5.56%
2,竜喰らう禁忌 / 蒼炎のドラゴニュート / オーブキャンサー / 灼熱のアナテマ・バーンドナイト / 荒波のドラグーン・ザハール,BP18-116,0.11,0.037037,5.56%
2,竜喰らう禁忌 / 蒼炎のドラゴニュート / オーブキャンサー / 灼熱のアナテマ・バーンドナイト / 荒波のドラグーン・ザハール,CP01-052,0.06,0.018519,5.56%
2,竜喰らう禁忌 / 蒼炎のドラゴニュート / オーブキャンサー / 灼熱のアナテマ・バーンドナイト / 荒波のドラグーン・ザハール,CP04-067,0.06,0.018519,5.56%
