아키타입ID,아키타입명(대표카드 top5),カード名,枚数,価値,採用デッキ%
5,セラフィックレオ・ガルエル / 竜喰らう禁忌 / オーブキャンサー / 帥忍部長・煤木万裁 / パッションチャンピオーナ！,BP03-112,3.00,1.0,100.00%
5,セラフィックレオ・ガルエル / 竜喰らう禁忌 / オーブキャンサー / 帥忍部長・煤木万裁 / パッションチャンピオーナ！,BP11-058,3.00,1.0,100.00%
5,セラフィックレオ・ガルエル / 竜喰らう禁忌 / オーブキャンサー / 帥忍部長・煤木万裁 / パッションチャンピオーナ！,BP15-074,3.00,1.0,100.00%
5,セラフィックレオ・ガルエル / 竜喰らう禁忌 / オーブキャンサー / 帥忍部長・煤木万裁 / パッションチャンピオーナ！,BP18-116,3.00,1.0,100.00%
5,セラフィックレオ・ガルエル / 竜喰らう禁忌 / オーブキャンサー / 帥忍部長・煤木万裁 / パッションチャンピオーナ！,CP01-044,3.00,1.0,100.00%
5,セラフィックレオ・ガルエル / 竜喰らう禁忌 / オーブキャンサー / 帥忍部長・煤木万裁 / パッションチャンピオーナ！,CP01-052,3.00,1.0,100.00%
5,セラフィックレオ・ガルエル / 竜喰らう禁忌 / オーブキャンサー / 帥忍部長・煤木万裁 / パッションチャンピオーナ！,CP04-062,3.00,1.0,100.00%
5,セラフィックレオ・ガルエル / 竜喰らう禁忌 / オーブキャンサー / 帥忍部長・煤木万裁 / パッションチャンピオーナ！,ECP01-028,3.00,1.0,100.00%
5,セラフィックレオ・ガルエル / 竜喰らう禁忌 / オーブキャンサー / 帥忍部長・煤木万裁 / パッションチャンピオーナ！,ECP01-031,3.00,1.0,100.00%
5,セラフィックレオ・ガルエル / 竜喰らう禁忌 / オーブキャンサー / 帥忍部長・煤木万裁 / パッションチャンピオーナ！,ECP01-034,3.00,1.0,100.00%
5,セラフィックレオ・ガルエル / 竜喰らう禁忌 / オーブキャンサー / 帥忍部長・煤木万裁 / パッションチャンピオーナ！,ECP01-057,3.00,1.0,100.00%
5,セラフィックレオ・ガルエル / 竜喰らう禁忌 / オーブキャンサー / 帥忍部長・煤木万裁 / パッションチャンピオーナ！,SD04-002,3.00,1.0,100.00%
5,セラフィックレオ・ガルエル / 竜喰らう禁忌 / オーブキャンサー / 帥忍部長・煤木万裁 / パッションチャンピオーナ！,ECP01-030,2.00,0.666667,100.00%
5,セラフィックレオ・ガルエル / 竜喰らう禁忌 / オーブキャンサー / 帥忍部長・煤木万裁 / パッションチャンピオーナ！,ECP01-036,2.00,0.666667,100.00%
