아키타입ID,아키타입명(대표카드 top5),カード名,枚数,価値,採用デッキ%
4,ジェネシスドラゴン / ウロボロス / 絆の竜剣士・アイラ / 竜喰らう禁忌 / サンダーロア,BP01-080,3.00,1.0,100.00%
4,ジェネシスドラゴン / ウロボロス / 絆の竜剣士・アイラ / 竜喰らう禁忌 / サンダーロア,BP08-057,3.00,1.0,100.00%
4,ジェネシスドラゴン / ウロボロス / 絆の竜剣士・アイラ / 竜喰らう禁忌 / サンダーロア,BP10-056,3.00,1.0,100.00%
4,ジェネシスドラゴン / ウロボロス / 絆の竜剣士・アイラ / 竜喰らう禁忌 / サンダーロア,BP11-058,3.00,1.0,100.00%
4,ジェネシスドラゴン / ウロボロス / 絆の竜剣士・アイラ / 竜喰らう禁忌 / サンダーロア,BP11-068,3.00,1.0,100.00%
4,ジェネシスドラゴン / ウロボロス / 絆の竜剣士・アイラ / 竜喰らう禁忌 / サンダーロア,BP12-054,3.00,1.0,100.00%
4,ジェネシスドラゴン / ウロボロス / 絆の竜剣士・アイラ / 竜喰らう禁忌 / サンダーロア,BP13-056,3.00,1.0,100.00%
4,ジェネシスドラゴン / ウロボロス / 絆の竜剣士・アイラ / 竜喰らう禁忌 / サンダーロア,BP15-070,3.00,1.0,100.00%
4,ジェネシスドラゴン / ウロボロス / 絆の竜剣士・アイラ / 竜喰らう禁忌 / サンダーロア,BP17-066,3.00,1.0,100.00%
4,ジェネシスドラゴン / ウロボロス / 絆の竜剣士・アイラ / 竜喰らう禁忌 / サンダーロア,CP04-062,3.00,1.0,100.00%
4,ジェネシスドラゴン / ウロボロス / 絆の竜剣士・アイラ / 竜喰らう禁忌 / サンダーロア,SD04-002,3.00,1.0,100.00%
4,ジェネシスドラゴン / ウロボロス / 絆の竜剣士・アイラ / 竜喰らう禁忌 / サンダーロア,SD08-011,3.00,1.0,100.00%
4,ジェネシスドラゴン / ウロボロス / 絆の竜剣士・アイラ / 竜喰らう禁忌 / サンダーロア,BP10-054,2.00,0.666667,100.00%
4,ジェネシスドラゴン / ウロボロス / 絆の竜剣士・アイラ / 竜喰らう禁忌 / サンダーロア,BP18-061,2.00,0.666667,100.00%
