아키타입ID,아키타입명(대표카드 top5),カード名,枚数,価値,採用デッキ%
2,蒼の反逆者・テトラ / ソニック・フォー / メカニカルガンナー / 天地の侵略者・ベルフォメット / マシンブックソーサラー,BP07-035,3.00,1.0,100.00%
2,蒼の反逆者・テトラ / ソニック・フォー / メカニカルガンナー / 天地の侵略者・ベルフォメット / マシンブックソーサラー,BP07-041,3.00,1.0,100.00%
2,蒼の反逆者・テトラ / ソニック・フォー / メカニカルガンナー / 天地の侵略者・ベルフォメット / マシンブックソーサラー,BP07-116,3.00,1.0,100.00%
2,蒼の反逆者・テトラ / ソニック・フォー / メカニカルガンナー / 天地の侵略者・ベルフォメット / マシンブックソーサラー,BP12-035,3.00,1.0,100.00%
2,蒼の反逆者・テトラ / ソニック・フォー / メカニカルガンナー / 天地の侵略者・ベルフォメット / マシンブックソーサラー,BP12-049,3.00,1.0,100.00%
2,蒼の反逆者・テトラ / ソニック・フォー / メカニカルガンナー / 天地の侵略者・ベルフォメット / マシンブックソーサラー,BP17-040,3.00,1.0,100.00%
2,蒼の反逆者・テトラ / ソニック・フォー / メカニカルガンナー / 天地の侵略者・ベルフォメット / マシンブックソーサラー,BP17-041,3.00,1.0,100.00%
2,蒼の反逆者・テトラ / ソニック・フォー / メカニカルガンナー / 天地の侵略者・ベルフォメット / マシンブックソーサラー,BP17-044,3.00,1.0,100.00%
2,蒼の反逆者・テトラ / ソニック・フォー / メカニカルガンナー / 天地の侵略者・ベルフォメット / マシンブックソーサラー,BP17-048,3.00,1.0,100.00%
2,蒼の反逆者・テトラ / ソニック・フォー / メカニカルガンナー / 天地の侵略者・ベルフォメット / マシンブックソーサラー,BP07-103,2.00,0.666667,100.00%
2,蒼の反逆者・テトラ / ソニック・フォー / メカニカルガンナー / 天地の侵略者・ベルフォメット / マシンブックソーサラー,BP12-041,2.00,0.666667,100.00%
2,蒼の反逆者・テトラ / ソニック・フォー / メカニカルガンナー / 天地の侵略者・ベルフォメット / マシンブックソーサラー,BP17-043,2.00,0.666667,100.00%
2,蒼の反逆者・テトラ / ソニック・フォー / メカニカルガンナー / 天地の侵略者・ベルフォメット / マシンブックソーサラー,BP07-037,1.50,0.5,100.00%
2,蒼の反逆者・テトラ / ソニック・フォー / メカニカルガンナー / 天地の侵略者・ベルフォメット / マシンブックソーサラー,BP17-047,1.50,0.5,50.00%
2,蒼の反逆者・テトラ / ソニック・フォー / メカニカルガンナー / 天地の侵略者・ベルフォメット / マシンブックソーサラー,BP17-052,1.50,0.5,50.00%
2,蒼の反逆者・テトラ / ソニック・フォー / メカニカルガンナー / 天地の侵略者・ベルフォメット / マシンブックソーサラー,BP17-113,1.50,0.5,50.00%
2,蒼の反逆者・テトラ / ソニック・フォー / メカニカルガンナー / 天地の侵略者・ベルフォメット / マシンブックソーサラー,BP17-049,1.00,0.333333,50.00%
