아키타입ID,아키타입명(대표카드 top5),カード名,枚数,価値,採用デッキ%
5,マナリアウィザード・クレイグ / マナリアクイーン・アン / マナリアフレンズ・アン＆グレア / 宿題やるですぅ！ / アドラブルティーチャー・ミラ,BP02-046,3.00,1.0,100.00%
5,マナリアウィザード・クレイグ / マナリアクイーン・アン / マナリアフレンズ・アン＆グレア / 宿題やるですぅ！ / アドラブルティーチャー・ミラ,BP13-036,3.00,1.0,100.00%
5,マナリアウィザード・クレイグ / マナリアクイーン・アン / マナリアフレンズ・アン＆グレア / 宿題やるですぅ！ / アドラブルティーチャー・ミラ,BP16-037,3.00,1.0,100.00%
5,マナリアウィザード・クレイグ / マナリアクイーン・アン / マナリアフレンズ・アン＆グレア / 宿題やるですぅ！ / アドラブルティーチャー・ミラ,BP16-045,3.00,1.0,100.00%
5,マナリアウィザード・クレイグ / マナリアクイーン・アン / マナリアフレンズ・アン＆グレア / 宿題やるですぅ！ / アドラブルティーチャー・ミラ,BP16-048,3.00,1.0,100.00%
5,マナリアウィザード・クレイグ / マナリアクイーン・アン / マナリアフレンズ・アン＆グレア / 宿題やるですぅ！ / アドラブルティーチャー・ミラ,BP17-054,3.00,1.0,100.00%
5,マナリアウィザード・クレイグ / マナリアクイーン・アン / マナリアフレンズ・アン＆グレア / 宿題やるですぅ！ / アドラブルティーチャー・ミラ,BP18-053,3.00,1.0,100.00%
5,マナリアウィザード・クレイグ / マナリアクイーン・アン / マナリアフレンズ・アン＆グレア / 宿題やるですぅ！ / アドラブルティーチャー・ミラ,DSD01a-009,3.00,1.0,100.00%
5,マナリアウィザード・クレイグ / マナリアクイーン・アン / マナリアフレンズ・アン＆グレア / 宿題やるですぅ！ / アドラブルティーチャー・ミラ,DSD01a-014,3.00,1.0,100.00%
5,マナリアウィザード・クレイグ / マナリアクイーン・アン / マナリアフレンズ・アン＆グレア / 宿題やるですぅ！ / アドラブルティーチャー・ミラ,PR-364,3.00,1.0,100.00%
5,マナリアウィザード・クレイグ / マナリアクイーン・アン / マナリアフレンズ・アン＆グレア / 宿題やるですぅ！ / アドラブルティーチャー・ミラ,SP01-021,3.00,1.0,100.00%
5,マナリアウィザード・クレイグ / マナリアクイーン・アン / マナリアフレンズ・アン＆グレア / 宿題やるですぅ！ / アドラブルティーチャー・ミラ,BP09-050,2.00,0.666667,100.00%
5,マナリアウィザード・クレイグ / マナリアクイーン・アン / マナリアフレンズ・アン＆グレア / 宿題やるですぅ！ / アドラブルティーチャー・ミラ,BP13-042,2.00,0.666667,100.00%
5,マナリアウィザード・クレイグ / マナリアクイーン・アン / マナリアフレンズ・アン＆グレア / 宿題やるですぅ！ / アドラブルティーチャー・ミラ,BP14-036,2.00,0.666667,100.00%
5,マナリアウィザード・クレイグ / マナリアクイーン・アン / マナリアフレンズ・アン＆グレア / 宿題やるですぅ！ / アドラブルティーチャー・ミラ,BP05-040,1.00,0.333333,100.00%
